Country Name,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Solomon Islands,282.3860616,223.2659177,295.863892,439.9538512,377.1504733,407.1931893,441.5893169,508.8494353,669.9992039,782.5292902,801.1945584,770.8369348,699.8410852,677.7217019,597.2224541,515.2046667,524.3735315,578.419904,549.6008259,662.8527486,681.3568218,782.2683324,849.3595615,1105.161697,1251.217924,1322.526239,1326.165604,1121.12074,1164.100165,976.4283009,929.8664985,768.4948389,905.5821945,991.9885636,1145.86655,1250.953787,1377.862006,1504.527559,1526.159971,1661.997814,1921.356345,2087.637662,2208.085253,2235.733596,2134.805424,2196.283908,2283.578944,2450.482931,2398.772963,2222.462143,2232.536956,2203.18966
Papua New Guinea,281.5462419,328.939347,486.1562776,536.8642189,485.4612508,529.3867556,562.3669029,653.7370489,754.0541749,819.9622943,788.3027608,732.1562066,775.6061095,756.4646738,702.910294,751.6486763,873.2088073,993.621403,942.1798557,833.053995,948.9851423,1058.341136,1159.13976,1236.110584,1004.249699,1077.188504,995.1972595,737.413721,653.4081341,639.2791999,540.6738896,509.0304919,580.5981672,624.0353213,748.7350734,1245.474263,1379.127071,1635.039364,1578.968437,1879.240444,2303.826661,2653.092358,2578.498647,2742.25005,2502.073746,2332.675664,2495.140474,2584.327738,2593.775798,2446.084413,2644.537173,3020.269646
